channel_name,video_title,video_url,publish_date,video_length,views,likes,comments,transcript_filename,"Tier (1, 2, or 3)"
Khan Academy Computing,CSS in the wild: Google Maps | Computer programming | Khan Academy,https://www.youtube.com/watch?v=7f-LsuAnLMA,11/19/14,2:12,136593,61,8,cssinthewildgooglemapscomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,What is an algorithm and why should you care?,https://www.youtube.com/watch?v=S-ws2W6UbPU,11/17/14,4:38,210493,446,13,whatisanalgorithmandwhyshouldyoucare.txt,1
Khan Academy Computing,CSS Basics | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=dC34rfY8Eyk,11/8/14,5:09,102519,313,18,cssbasicsintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Querying the table | Intro to SQL: Querying and managing data | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=_a4k3ssyY5E,11/8/14,2:09,94462,278,11,queryingthetableintrotosqlqueryingandmanagingdatacomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Aggregating data | Intro to SQL: Querying and managing data | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=xN8pYtfvIMo,11/8/14,3:19,72826,240,4,aggregatingdataintrotosqlqueryingandmanagingdatacomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,Creating a table and inserting data | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=kEGlpSmeSiA,11/8/14,3:44,238880,998,61,creatingatableandinsertingdatacomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,HTML basics | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=ItZN6o0ylao,11/8/14,4:44,286598,1271,80,htmlbasicsintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,HTML: Images | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=LyINBQFpL0o,11/8/14,4:45,106979,305,37,htmlimagesintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,HTML: Lists | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=6fmob-VeAMo,11/8/14,2:51,92763,269,19,htmllistsintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
Khan Academy Computing,HTML: Text emphasis | Intro to HTML/CSS: Making webpages | Computer Programming | Khan Academy,https://www.youtube.com/watch?v=r2qd-MKHhgs,11/8/14,2:05,95929,269,5,htmltextemphasisintrotohtmlcssmakingwebpagescomputerprogrammingkhanacademy.txt,1
